person_age,person_gender,person_education,person_state,person_income,person_emp_status,person_emp_exp,person_home_ownership,help_debt_amount,loan_amnt,loan_intent,loan_term_months,loan_int_rate,loan_percent_income,credit_history_length,credit_score,previous_loan_defaults_on_file,loan_status,flag_income_loan_mismatch,flag_young_high_loan
25,FEMALE,BACHELOR,NSW,39468,FULL-TIME,5,MORTGAGE,15861,13800,VEHICLE,72,13.63,0.34965034965034963,4,735,NO,0,0,0
48,FEMALE,HIGH SCHOOL,WA,38520,FULL-TIME,4,MORTGAGE,0,30300,VEHICLE,24,10.65,0.7866043613707165,30,712,YES,0,1,0
35,FEMALE,POSTGRADUATE,SA,85522,UNEMPLOYED,10,RENT,0,15900,VEHICLE,36,7.29,0.18591707396927107,16,746,YES,0,0,0
41,MALE,CERTIFICATE/DIPLOMA,NSW,108476,FULL-TIME,8,OWN,22491,16000,VEHICLE,84,10.09,0.14749806408790886,19,1014,NO,1,0,0
40,FEMALE,DOCTORATE,SA,128520,SELF-EMPLOYED,7,RENT,11180,36100,HOME_IMPROVEMENT,60,11.65,0.2808901338313103,21,992,NO,1,0,0
66,NON-BINARY,CERTIFICATE/DIPLOMA,VIC,71688,FULL-TIME,6,MORTGAGE,0,13100,VEHICLE,24,13.07,0.1827363017520366,45,793,NO,1,0,0
51,FEMALE,BACHELOR,QLD,110511,FULL-TIME,0,OWN,0,4600,MEDICAL,24,10.87,0.04162481562921338,32,807,NO,1,0,0
56,MALE,HIGH SCHOOL,VIC,117637,PART-TIME,15,OWN,0,23000,DEBT_CONSOLIDATION,36,20.49,0.1955167166792761,38,753,NO,1,0,0
33,MALE,BACHELOR,VIC,27242,FULL-TIME,2,RENT,13227,34500,HOLIDAY,36,8.83,1.2664268409074224,11,493,NO,0,1,0
44,MALE,CERTIFICATE/DIPLOMA,NSW,72718,FULL-TIME,9,MORTGAGE,0,22100,HOLIDAY,36,16.99,0.3039137490029979,23,652,NO,1,0,0
32,MALE,BACHELOR,QLD,23252,FULL-TIME,14,RENT,15613,44800,VEHICLE,84,11.43,1.9267159814209531,11,959,YES,0,1,0
60,FEMALE,POSTGRADUATE,VIC,72757,CASUAL,7,RENT,0,13900,VEHICLE,48,10.39,0.19104690957571094,40,510,NO,0,0,0
32,FEMALE,HIGH SCHOOL,VIC,33358,FULL-TIME,9,MORTGAGE,0,24000,HOME_IMPROVEMENT,60,12.93,0.7194675939804545,11,472,NO,0,1,0
22,MALE,CERTIFICATE/DIPLOMA,NSW,54380,FULL-TIME,4,OWN,0,13800,DEBT_CONSOLIDATION,12,16.95,0.2537697682971681,1,738,NO,1,0,0
40,MALE,POSTGRADUATE,WA,64746,FULL-TIME,12,RENT,0,17000,DEBT_CONSOLIDATION,12,12.25,0.262564482747969,18,601,NO,1,0,0
57,FEMALE,BACHELOR,NSW,53920,FULL-TIME,6,OWN,0,11000,EDUCATION,48,15.03,0.20400593471810088,35,713,NO,1,0,0
48,MALE,CERTIFICATE/DIPLOMA,VIC,83443,FULL-TIME,23,MORTGAGE,0,8100,HOME_IMPROVEMENT,36,12.32,0.09707225291516365,26,650,NO,0,0,0
38,FEMALE,CERTIFICATE/DIPLOMA,VIC,71609,FULL-TIME,15,FAMILY,0,5800,VEHICLE,12,14.39,0.08099540560544066,17,550,NO,1,0,0
30,FEMALE,BACHELOR,ACT,32084,FULL-TIME,3,MORTGAGE,46882,15000,VEHICLE,24,13.66,0.4675227527739683,9,861,NO,0,0,0
24,MALE,CERTIFICATE/DIPLOMA,QLD,46661,PART-TIME,1,RENT,92740,27300,MEDICAL,24,13.19,0.5850710443410986,4,851,YES,1,1,0
58,FEMALE,HIGH SCHOOL,VIC,42121,FULL-TIME,7,OTHER,0,6100,VEHICLE,12,15.44,0.144820873198642,36,730,NO,1,0,0
24,FEMALE,BACHELOR,QLD,33206,FULL-TIME,6,RENT,0,8900,HOME_IMPROVEMENT,48,15.7,0.26802385111124494,2,580,NO,1,0,0
64,FEMALE,BACHELOR,QLD,173554,FULL-TIME,10,RENT,0,28800,VEHICLE,48,15.95,0.16594258847390436,42,756,NO,1,0,0
30,MALE,HIGH SCHOOL,NSW,58623,PART-TIME,3,MORTGAGE,0,5100,DEBT_CONSOLIDATION,24,18.74,0.08699657131160125,11,523,NO,1,0,0
35,MALE,CERTIFICATE/DIPLOMA,QLD,44891,FULL-TIME,1,MORTGAGE,43566,17300,VEHICLE,24,13.68,0.38537791539506805,15,928,YES,0,0,0
68,FEMALE,BACHELOR,NSW,70803,SELF-EMPLOYED,8,MORTGAGE,0,65000,VEHICLE,48,14.0,0.9180401960368911,48,718,NO,0,1,0
48,FEMALE,CERTIFICATE/DIPLOMA,VIC,20000,CASUAL,21,RENT,0,9300,VEHICLE,60,12.84,0.465,27,756,NO,0,0,0
38,FEMALE,DOCTORATE,NSW,100307,PART-TIME,8,MORTGAGE,19009,30600,HOME_IMPROVEMENT,24,11.91,0.30506345519255884,19,647,NO,1,0,0
28,FEMALE,BACHELOR,QLD,147194,PART-TIME,10,OWN,0,6900,VEHICLE,36,14.84,0.046876910743644445,6,716,NO,1,0,0
63,MALE,CERTIFICATE/DIPLOMA,NSW,20000,FULL-TIME,2,MORTGAGE,32788,8100,VEHICLE,36,22.33,0.405,42,880,NO,1,0,0
71,FEMALE,HIGH SCHOOL,VIC,72848,PART-TIME,9,RENT,0,12400,DEBT_CONSOLIDATION,48,11.56,0.17021743905117506,52,846,NO,0,0,0
43,MALE,BACHELOR,SA,85916,FULL-TIME,6,OWN,22890,13400,PERSONAL,84,7.32,0.15596629265794498,22,905,YES,1,0,0
56,MALE,BACHELOR,NSW,69215,PART-TIME,4,MORTGAGE,0,23400,MEDICAL,48,5.5,0.3380770064292422,36,622,NO,1,0,0
42,MALE,HIGH SCHOOL,NSW,70722,SELF-EMPLOYED,3,MORTGAGE,0,25500,HOLIDAY,48,11.94,0.36056672605412743,23,536,YES,0,0,0
75,MALE,CERTIFICATE/DIPLOMA,NSW,59449,UNEMPLOYED,6,MORTGAGE,0,7900,PERSONAL,48,19.67,0.1328870123971808,53,525,NO,1,0,0
55,MALE,POSTGRADUATE,VIC,44735,SELF-EMPLOYED,13,RENT,0,15400,VEHICLE,24,17.77,0.3442494690957863,35,904,NO,1,0,0
46,MALE,BACHELOR,VIC,33867,FULL-TIME,3,MORTGAGE,0,14900,EDUCATION,36,14.7,0.43995629964272004,25,879,NO,1,0,0
62,MALE,CERTIFICATE/DIPLOMA,WA,46936,CASUAL,5,OWN,0,13100,VEHICLE,36,18.39,0.2791034600306801,43,918,NO,1,0,0
52,FEMALE,POSTGRADUATE,NSW,67580,FULL-TIME,18,RENT,0,10000,VEHICLE,72,16.01,0.1479727730097662,32,612,NO,1,0,0
32,FEMALE,HIGH SCHOOL,NSW,97450,FULL-TIME,14,MORTGAGE,0,6700,DEBT_CONSOLIDATION,24,12.3,0.06875320677270395,14,463,YES,0,0,0
40,MALE,HIGH SCHOOL,WA,61208,CASUAL,7,RENT,0,7600,VEHICLE,36,21.91,0.12416677558489086,21,927,NO,1,0,0
75,MALE,BACHELOR,WA,21634,FULL-TIME,13,MORTGAGE,16357,12100,VEHICLE,36,15.87,0.5593047980031433,54,692,NO,0,1,0
44,MALE,BACHELOR,VIC,28817,UNEMPLOYED,3,RENT,9711,30300,HOME_IMPROVEMENT,36,8.32,1.051462678280182,26,532,NO,0,1,0
43,MALE,BACHELOR,WA,62627,CASUAL,9,MORTGAGE,21462,10400,PERSONAL,36,16.27,0.16606256087629936,22,570,NO,0,0,0
52,FEMALE,POSTGRADUATE,NSW,34212,FULL-TIME,21,MORTGAGE,0,33000,HOME_IMPROVEMENT,72,10.76,0.9645738337425465,31,532,NO,0,1,0
72,MALE,BACHELOR,QLD,82326,PART-TIME,24,MORTGAGE,0,13500,DEBT_CONSOLIDATION,60,17.09,0.16398221703957438,52,702,YES,0,0,0
36,FEMALE,CERTIFICATE/DIPLOMA,QLD,58207,CASUAL,4,MORTGAGE,0,22200,VEHICLE,24,10.57,0.3813974264263748,14,856,NO,0,0,0
39,FEMALE,BACHELOR,VIC,33141,FULL-TIME,1,MORTGAGE,0,30000,MEDICAL,12,12.17,0.9052231375033946,19,906,NO,0,1,0
62,FEMALE,CERTIFICATE/DIPLOMA,NSW,186556,SELF-EMPLOYED,22,OWN,0,26000,DEBT_CONSOLIDATION,48,7.45,0.13936833980145372,40,896,NO,1,0,0
48,MALE,BACHELOR,NSW,55745,FULL-TIME,9,RENT,0,28900,VEHICLE,48,13.56,0.5184321463808413,30,620,NO,0,1,0
45,MALE,POSTGRADUATE,WA,39933,FULL-TIME,13,RENT,36681,7700,MEDICAL,60,15.46,0.192822978488969,25,864,NO,1,0,0
41,FEMALE,CERTIFICATE/DIPLOMA,TAS,27214,UNEMPLOYED,2,RENT,0,26900,HOLIDAY,24,11.25,0.9884618211214816,19,840,NO,0,1,0
53,FEMALE,POSTGRADUATE,NSW,64385,FULL-TIME,4,MORTGAGE,0,36300,MEDICAL,48,16.61,0.5637959151976392,34,847,NO,0,1,0
39,MALE,HIGH SCHOOL,SA,69929,UNEMPLOYED,3,OWN,0,31600,DEBT_CONSOLIDATION,72,14.28,0.4518869138697822,19,922,NO,0,0,0
35,MALE,BACHELOR,SA,34134,FULL-TIME,17,MORTGAGE,17941,23100,DEBT_CONSOLIDATION,36,12.65,0.6767445948321322,16,731,NO,0,1,0
74,FEMALE,HIGH SCHOOL,QLD,34615,FULL-TIME,7,RENT,0,15700,DEBT_CONSOLIDATION,36,20.37,0.4535605951177235,55,711,NO,0,0,0
33,FEMALE,HIGH SCHOOL,NSW,102941,FULL-TIME,2,RENT,0,18200,DEBT_CONSOLIDATION,48,8.74,0.17680030308623387,12,851,NO,1,0,0
26,FEMALE,HIGH SCHOOL,WA,26765,FULL-TIME,8,MORTGAGE,0,14200,VEHICLE,48,9.59,0.5305436203997759,4,625,NO,0,1,0
42,MALE,POSTGRADUATE,VIC,22452,FULL-TIME,5,MORTGAGE,0,16800,HOME_IMPROVEMENT,36,16.55,0.7482629609834314,22,767,NO,0,1,0
63,FEMALE,CERTIFICATE/DIPLOMA,VIC,81198,CASUAL,5,RENT,0,50900,MEDICAL,12,21.1,0.6268627306091283,44,719,NO,0,1,0
73,FEMALE,HIGH SCHOOL,NSW,91098,FULL-TIME,20,RENT,0,14200,PERSONAL,48,15.2,0.155876089486048,55,723,NO,1,0,0
33,FEMALE,POSTGRADUATE,NSW,48587,CASUAL,3,RENT,31566,15600,VEHICLE,36,9.09,0.32107353818922757,12,665,YES,0,0,0
69,MALE,CERTIFICATE/DIPLOMA,NSW,32568,FULL-TIME,8,RENT,0,46700,HOLIDAY,36,20.17,1.4339228690739376,49,893,YES,0,1,0
29,FEMALE,CERTIFICATE/DIPLOMA,VIC,30057,FULL-TIME,11,RENT,0,14700,HOLIDAY,24,12.46,0.48907076554546364,9,667,NO,1,0,0
48,FEMALE,CERTIFICATE/DIPLOMA,VIC,98415,FULL-TIME,6,MORTGAGE,0,14600,PERSONAL,60,15.31,0.1483513692018493,30,756,YES,0,0,0
56,MALE,DOCTORATE,VIC,39382,SELF-EMPLOYED,2,OWN,0,11100,HOME_IMPROVEMENT,60,13.99,0.28185465441064445,35,807,NO,0,0,0
38,MALE,HIGH SCHOOL,NSW,60362,FULL-TIME,12,RENT,0,25100,MEDICAL,84,14.47,0.4158245253636394,18,822,NO,1,0,0
43,FEMALE,HIGH SCHOOL,WA,40739,FULL-TIME,19,MORTGAGE,0,13100,DEBT_CONSOLIDATION,36,16.36,0.32155919389282994,23,805,YES,0,0,0
34,FEMALE,HIGH SCHOOL,NSW,69739,PART-TIME,7,RENT,0,13800,VEHICLE,48,8.96,0.19788066935287285,13,749,YES,0,0,0
40,MALE,POSTGRADUATE,NSW,33616,PART-TIME,16,MORTGAGE,0,14100,VEHICLE,36,15.66,0.4194431223227035,22,659,YES,0,0,0
22,FEMALE,HIGH SCHOOL,VIC,83846,FULL-TIME,4,MORTGAGE,0,9100,HOME_IMPROVEMENT,48,19.53,0.10853230923359493,3,502,NO,0,0,0
29,FEMALE,HIGH SCHOOL,QLD,37399,PART-TIME,11,MORTGAGE,0,5700,DEBT_CONSOLIDATION,36,16.43,0.15241049225915132,7,1005,NO,1,0,0
37,FEMALE,BACHELOR,QLD,24176,PART-TIME,4,MORTGAGE,0,9600,EDUCATION,36,17.48,0.3970880211780278,15,579,NO,0,0,0
69,FEMALE,BACHELOR,SA,95974,UNEMPLOYED,11,RENT,0,18500,DEBT_CONSOLIDATION,24,15.06,0.19276053931273054,50,651,NO,0,0,0
32,MALE,HIGH SCHOOL,QLD,34040,SELF-EMPLOYED,3,MORTGAGE,0,18200,VEHICLE,72,5.53,0.5346650998824912,10,708,NO,0,1,0
48,FEMALE,HIGH SCHOOL,VIC,71847,FULL-TIME,22,RENT,0,19300,VEHICLE,24,14.35,0.2686263866271382,28,706,NO,0,0,0
52,MALE,BACHELOR,VIC,136993,FULL-TIME,5,RENT,0,8700,VEHICLE,36,13.34,0.06350689451285832,31,766,NO,1,0,0
75,FEMALE,CERTIFICATE/DIPLOMA,NSW,32149,FULL-TIME,4,MORTGAGE,20690,20200,VEHICLE,12,9.95,0.6283243646769728,54,626,NO,0,1,0
51,MALE,HIGH SCHOOL,QLD,48343,UNEMPLOYED,5,RENT,0,6600,MEDICAL,36,10.61,0.1365244192540802,33,855,NO,1,0,0
33,FEMALE,CERTIFICATE/DIPLOMA,QLD,62098,PART-TIME,6,MORTGAGE,0,5100,MEDICAL,48,15.62,0.0821282488969049,15,956,YES,0,0,0
35,MALE,HIGH SCHOOL,WA,70307,SELF-EMPLOYED,3,FAMILY,0,20300,VEHICLE,60,12.62,0.288733696502482,15,746,NO,1,0,0
34,MALE,BACHELOR,NSW,81122,SELF-EMPLOYED,8,MORTGAGE,11342,16300,MEDICAL,48,10.19,0.20093192968615173,15,592,YES,0,0,0
34,FEMALE,CERTIFICATE/DIPLOMA,NSW,64300,SELF-EMPLOYED,3,RENT,10544,36900,HOME_IMPROVEMENT,24,13.44,0.5738724727838258,13,606,NO,0,1,0
75,FEMALE,POSTGRADUATE,NSW,36107,SELF-EMPLOYED,5,RENT,0,8800,MEDICAL,24,12.21,0.243720054283103,54,884,NO,0,0,0
39,FEMALE,BACHELOR,NSW,38134,SELF-EMPLOYED,3,RENT,0,24400,VEHICLE,60,17.82,0.6398489536896208,18,625,NO,0,1,0
75,FEMALE,CERTIFICATE/DIPLOMA,QLD,94747,SELF-EMPLOYED,2,RENT,0,42400,HOME_IMPROVEMENT,12,16.14,0.4475075727991388,56,801,NO,1,0,0
33,MALE,CERTIFICATE/DIPLOMA,VIC,37432,FULL-TIME,15,RENT,0,4900,MEDICAL,36,8.76,0.130904039324642,13,977,YES,1,0,0
40,FEMALE,HIGH SCHOOL,SA,70020,FULL-TIME,9,OWN,0,9200,VEHICLE,36,8.81,0.13139103113396172,20,657,NO,1,0,0
44,FEMALE,HIGH SCHOOL,NSW,47398,FULL-TIME,4,OWN,0,27100,DEBT_CONSOLIDATION,36,13.58,0.5717540824507363,22,822,YES,0,1,0
61,FEMALE,BACHELOR,QLD,71087,SELF-EMPLOYED,4,RENT,0,17100,HOME_IMPROVEMENT,36,6.06,0.2405503115900235,40,717,NO,0,0,0
48,FEMALE,POSTGRADUATE,VIC,403225,FULL-TIME,3,RENT,63552,31700,VEHICLE,36,17.81,0.07861615723231447,29,468,NO,0,0,0
35,MALE,BACHELOR,WA,98705,FULL-TIME,6,MORTGAGE,18446,16100,VEHICLE,48,16.62,0.1631123043412188,17,810,NO,1,0,0
54,FEMALE,POSTGRADUATE,NSW,140701,PART-TIME,4,MORTGAGE,0,38800,VEHICLE,60,16.18,0.27576207702859257,33,678,NO,1,0,0
38,MALE,HIGH SCHOOL,NSW,57161,PART-TIME,17,RENT,0,7400,VEHICLE,60,13.33,0.12945889680026593,16,959,NO,1,0,0
33,FEMALE,HIGH SCHOOL,NSW,50900,PART-TIME,4,OWN,0,69400,HOME_IMPROVEMENT,24,15.63,1.3634577603143418,12,770,YES,1,1,0
49,FEMALE,CERTIFICATE/DIPLOMA,NSW,43091,FULL-TIME,3,MORTGAGE,13835,9600,DEBT_CONSOLIDATION,36,14.38,0.2227843401174259,30,861,NO,0,0,0
57,MALE,CERTIFICATE/DIPLOMA,NSW,34294,FULL-TIME,4,RENT,0,10900,HOME_IMPROVEMENT,36,15.81,0.317839855368286,38,674,NO,0,0,0
51,FEMALE,BACHELOR,QLD,24896,PART-TIME,3,MORTGAGE,10662,14600,VEHICLE,36,10.9,0.586439588688946,33,720,NO,0,1,0
40,MALE,HIGH SCHOOL,NSW,94077,PART-TIME,10,RENT,0,13100,DEBT_CONSOLIDATION,84,21.51,0.13924763757347705,18,867,NO,1,0,0
43,MALE,CERTIFICATE/DIPLOMA,NSW,79380,FULL-TIME,1,OWN,0,14600,DEBT_CONSOLIDATION,36,15.49,0.18392542202066012,23,738,YES,1,0,0
36,FEMALE,CERTIFICATE/DIPLOMA,NSW,85842,FULL-TIME,4,OWN,0,42900,EDUCATION,48,11.07,0.49975536450688474,18,697,NO,0,0,0
25,MALE,HIGH SCHOOL,NSW,118404,FULL-TIME,3,RENT,0,27500,VEHICLE,36,7.08,0.23225566703827574,7,595,NO,0,0,0
35,MALE,CERTIFICATE/DIPLOMA,VIC,55820,CASUAL,3,MORTGAGE,43171,5000,DEBT_CONSOLIDATION,48,9.4,0.08957362952346828,17,655,NO,0,0,0
23,NON-BINARY,POSTGRADUATE,VIC,105511,FULL-TIME,5,MORTGAGE,25267,11300,HOME_IMPROVEMENT,36,18.52,0.10709783814009914,1,844,NO,1,0,0
30,MALE,HIGH SCHOOL,VIC,63480,FULL-TIME,2,MORTGAGE,0,32900,VEHICLE,36,15.42,0.5182734719596723,12,903,NO,0,1,0
31,FEMALE,CERTIFICATE/DIPLOMA,QLD,26256,FULL-TIME,9,RENT,0,17100,HOME_IMPROVEMENT,36,13.45,0.6512797074954296,11,892,NO,1,1,0
43,FEMALE,BACHELOR,NSW,72104,FULL-TIME,1,FAMILY,0,8300,EDUCATION,12,13.9,0.11511150560301786,21,587,NO,1,0,0
39,MALE,BACHELOR,NSW,44748,FULL-TIME,8,RENT,0,5700,VEHICLE,12,19.84,0.1273799946366318,18,927,NO,1,0,0
43,FEMALE,BACHELOR,VIC,39315,CASUAL,13,MORTGAGE,0,8100,VEHICLE,36,15.29,0.20602823349866464,24,425,NO,0,0,0
33,MALE,BACHELOR,QLD,45566,CASUAL,7,MORTGAGE,0,16400,VEHICLE,48,16.41,0.3599174823333187,11,490,NO,0,0,0
53,FEMALE,BACHELOR,NSW,127825,FULL-TIME,22,MORTGAGE,0,19800,VEHICLE,12,14.3,0.15489927635439077,35,846,NO,1,0,0
41,MALE,DOCTORATE,WA,30045,FULL-TIME,12,RENT,18431,40800,VEHICLE,72,14.38,1.3579630554168747,19,925,YES,0,1,0
48,FEMALE,HIGH SCHOOL,QLD,154186,CASUAL,3,MORTGAGE,0,75000,VEHICLE,36,10.77,0.48642548610120245,30,874,YES,0,0,0
46,MALE,BACHELOR,QLD,112667,FULL-TIME,14,MORTGAGE,0,14400,VEHICLE,72,20.23,0.12781027275067233,28,739,NO,1,0,0
57,FEMALE,POSTGRADUATE,VIC,46826,SELF-EMPLOYED,7,OWN,0,9200,DEBT_CONSOLIDATION,36,15.86,0.19647204544483834,35,928,YES,0,0,0
52,MALE,HIGH SCHOOL,VIC,52240,SELF-EMPLOYED,21,RENT,0,29200,DEBT_CONSOLIDATION,36,10.85,0.55895865237366,32,579,NO,0,1,0
25,FEMALE,BACHELOR,VIC,59833,FULL-TIME,3,RENT,15232,26900,DEBT_CONSOLIDATION,48,12.95,0.44958467735196295,7,800,NO,1,0,0
42,MALE,CERTIFICATE/DIPLOMA,VIC,32851,FULL-TIME,4,MORTGAGE,8189,17000,HOME_IMPROVEMENT,48,14.32,0.5174880521140909,21,900,NO,0,1,0
62,MALE,BACHELOR,VIC,76204,FULL-TIME,8,MORTGAGE,0,47600,MEDICAL,24,5.81,0.6246391265550365,41,617,NO,1,1,0
51,FEMALE,CERTIFICATE/DIPLOMA,VIC,48084,FULL-TIME,18,MORTGAGE,0,13600,VEHICLE,36,18.16,0.28283836619249647,33,914,NO,1,0,0
30,FEMALE,HIGH SCHOOL,NSW,65763,FULL-TIME,1,RENT,0,15500,VEHICLE,12,17.07,0.23569484360506668,10,976,NO,1,0,0
42,FEMALE,BACHELOR,SA,77481,PART-TIME,15,RENT,34614,2500,VEHICLE,36,24.06,0.03226597488416515,20,835,NO,1,0,0
23,MALE,POSTGRADUATE,NT,55917,FULL-TIME,5,RENT,0,33600,VEHICLE,84,13.45,0.600890605719191,1,1104,NO,0,1,0
58,MALE,CERTIFICATE/DIPLOMA,QLD,46926,FULL-TIME,7,MORTGAGE,0,21800,DEBT_CONSOLIDATION,72,10.74,0.4645612240548949,37,795,NO,1,0,0
31,MALE,CERTIFICATE/DIPLOMA,NSW,41882,PART-TIME,7,RENT,0,8800,VEHICLE,12,15.54,0.2101141301752543,13,276,YES,0,0,0
43,MALE,BACHELOR,QLD,78550,FULL-TIME,8,MORTGAGE,58416,16900,VEHICLE,24,13.46,0.21514958625079567,24,849,NO,0,0,0
61,FEMALE,BACHELOR,VIC,101763,SELF-EMPLOYED,26,MORTGAGE,0,20300,VEHICLE,36,13.83,0.1994831127226988,43,1001,NO,1,0,0
41,FEMALE,HIGH SCHOOL,VIC,35173,FULL-TIME,13,RENT,0,15200,DEBT_CONSOLIDATION,36,16.28,0.4321496602507605,23,539,NO,0,0,0
46,MALE,DOCTORATE,VIC,87918,FULL-TIME,1,OWN,0,10200,DEBT_CONSOLIDATION,72,9.55,0.11601719784344502,25,475,NO,0,0,0
50,MALE,POSTGRADUATE,QLD,120669,FULL-TIME,14,RENT,0,28800,HOLIDAY,36,13.4,0.23866941799467967,30,650,NO,1,0,0
32,FEMALE,CERTIFICATE/DIPLOMA,WA,137668,FULL-TIME,14,RENT,0,3700,DEBT_CONSOLIDATION,24,15.78,0.026876253014498648,11,726,NO,1,0,0
37,FEMALE,POSTGRADUATE,SA,117173,FULL-TIME,5,RENT,0,4700,DEBT_CONSOLIDATION,24,16.39,0.040111629812328777,16,669,NO,1,0,0
65,MALE,POSTGRADUATE,VIC,21486,CASUAL,4,OWN,0,20700,VEHICLE,60,14.03,0.963418039653728,47,275,NO,0,1,0
49,MALE,BACHELOR,NSW,149538,FULL-TIME,5,MORTGAGE,0,18900,DEBT_CONSOLIDATION,12,13.86,0.12638927897925611,29,688,NO,1,0,0
32,FEMALE,BACHELOR,QLD,57669,PART-TIME,5,OWN,0,24100,VEHICLE,60,17.85,0.4179021658083199,13,698,NO,0,0,0
50,MALE,HIGH SCHOOL,NSW,86849,FULL-TIME,5,MORTGAGE,0,9400,VEHICLE,36,17.82,0.10823383113219497,28,713,NO,1,0,0
29,FEMALE,CERTIFICATE/DIPLOMA,SA,57064,UNEMPLOYED,11,MORTGAGE,8074,11200,HOME_IMPROVEMENT,36,19.97,0.19627085377821393,10,612,NO,0,0,0
31,MALE,CERTIFICATE/DIPLOMA,VIC,21746,FULL-TIME,3,MORTGAGE,0,10800,DEBT_CONSOLIDATION,60,16.87,0.49664306079278947,11,584,NO,0,0,0
30,MALE,BACHELOR,WA,80490,FULL-TIME,4,MORTGAGE,0,37700,MEDICAL,60,20.28,0.4683811653621568,10,524,YES,0,0,0
38,MALE,HIGH SCHOOL,WA,168474,FULL-TIME,4,MORTGAGE,0,10800,VEHICLE,36,16.38,0.0641048470387122,16,888,NO,1,0,0
48,MALE,BACHELOR,NSW,40710,FULL-TIME,18,RENT,0,12700,VEHICLE,36,16.46,0.3119626627364284,26,792,NO,1,0,0
33,MALE,BACHELOR,VIC,38467,FULL-TIME,2,RENT,15928,5000,VEHICLE,36,13.25,0.12998154262094783,14,529,NO,1,0,0
32,MALE,BACHELOR,NSW,35042,FULL-TIME,3,MORTGAGE,0,23300,HOME_IMPROVEMENT,60,10.9,0.6649163860510244,12,756,YES,1,1,0
23,FEMALE,CERTIFICATE/DIPLOMA,VIC,49459,SELF-EMPLOYED,4,FAMILY,0,46200,EDUCATION,36,13.41,0.9341070381528135,3,494,YES,0,1,0
39,FEMALE,BACHELOR,VIC,52571,FULL-TIME,3,MORTGAGE,16106,15900,VEHICLE,60,10.21,0.3024481177835689,20,611,NO,0,0,0
41,MALE,CERTIFICATE/DIPLOMA,VIC,24001,CASUAL,4,MORTGAGE,0,20400,MEDICAL,36,10.63,0.8499645848089663,20,935,NO,0,1,0
42,FEMALE,BACHELOR,VIC,66696,PART-TIME,6,RENT,0,15600,DEBT_CONSOLIDATION,36,20.55,0.23389708528247571,23,584,NO,0,0,0
42,MALE,BACHELOR,NSW,171877,CASUAL,4,MORTGAGE,0,28400,PERSONAL,60,12.33,0.16523444090832398,20,863,NO,1,0,0
25,FEMALE,POSTGRADUATE,TAS,30473,SELF-EMPLOYED,3,MORTGAGE,17564,15000,MEDICAL,36,9.32,0.4922390312735865,4,770,NO,0,0,0
41,MALE,CERTIFICATE/DIPLOMA,NSW,72949,FULL-TIME,6,OWN,0,5700,EDUCATION,48,15.0,0.07813678049047965,22,827,NO,0,0,0
63,MALE,POSTGRADUATE,NSW,66390,CASUAL,10,MORTGAGE,0,40300,VEHICLE,60,12.56,0.6070191293869559,42,499,NO,0,1,0
42,FEMALE,POSTGRADUATE,WA,67382,FULL-TIME,8,FAMILY,0,24000,VEHICLE,24,16.23,0.3561782078299843,23,780,YES,1,0,0
75,FEMALE,HIGH SCHOOL,NSW,160410,FULL-TIME,13,RENT,0,13700,VEHICLE,36,20.17,0.0854061467489558,53,849,NO,1,0,0
40,FEMALE,HIGH SCHOOL,NSW,32685,FULL-TIME,9,OTHER,0,23800,VEHICLE,36,11.64,0.7281627657947071,21,868,NO,1,1,0
50,FEMALE,POSTGRADUATE,WA,52713,CASUAL,6,MORTGAGE,0,29100,DEBT_CONSOLIDATION,12,5.53,0.5520459848614194,32,764,YES,0,1,0
37,FEMALE,CERTIFICATE/DIPLOMA,SA,38477,CASUAL,19,RENT,0,19700,VEHICLE,72,14.98,0.5119941783403072,18,871,YES,0,1,0
31,MALE,CERTIFICATE/DIPLOMA,WA,52090,SELF-EMPLOYED,4,MORTGAGE,0,18700,DEBT_CONSOLIDATION,60,11.84,0.3589940487617585,12,713,NO,1,0,0
56,MALE,POSTGRADUATE,TAS,100306,FULL-TIME,13,RENT,0,11200,VEHICLE,24,14.73,0.11165832552389687,38,773,YES,0,0,0
58,FEMALE,CERTIFICATE/DIPLOMA,WA,53816,SELF-EMPLOYED,2,RENT,24927,48700,HOLIDAY,24,12.04,0.9049353352162925,36,716,NO,0,1,0
62,FEMALE,CERTIFICATE/DIPLOMA,VIC,48518,FULL-TIME,10,FAMILY,0,20500,DEBT_CONSOLIDATION,36,18.67,0.4225235994888495,40,781,NO,1,0,0
60,FEMALE,CERTIFICATE/DIPLOMA,NSW,140219,CASUAL,3,RENT,0,18700,VEHICLE,36,9.33,0.1333628110313153,41,640,NO,0,0,0
38,MALE,BACHELOR,NSW,45269,FULL-TIME,8,RENT,10907,27500,HOME_IMPROVEMENT,24,17.06,0.6074797322671144,16,1048,NO,1,1,0
33,FEMALE,HIGH SCHOOL,NSW,97562,PART-TIME,7,MORTGAGE,0,8900,VEHICLE,36,9.64,0.09122404214755746,14,666,NO,0,0,0
57,FEMALE,CERTIFICATE/DIPLOMA,QLD,152478,FULL-TIME,0,RENT,0,7400,VEHICLE,72,14.54,0.04853159144269993,37,814,YES,0,0,0
27,MALE,BACHELOR,VIC,115075,UNEMPLOYED,3,RENT,0,15800,DEBT_CONSOLIDATION,48,18.52,0.1373017597219205,5,858,NO,1,0,0
